gender,senior_citizen,partner,dependents,tenure,online_security,online_backup,tech_support,streaming_tv,streaming_movies,payment_method,contract_type,paperless_billing,monthly_charges,total_charges,churn
Female,0,Yes,No,70,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,31.5,2180.49,No
Male,0,Yes,No,22,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,106.81,2431.66,Yes
Male,0,No,No,36,No,No,No,No,No,Electronic check,Two year,No,106.14,3819.51,Yes
Male,0,Yes,No,6,No,No,No,No,No,Electronic check,Month-to-month,No,76.31,423.72,Yes
Male,1,Yes,No,67,No,No,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,31.17,2043.05,No
Female,0,Yes,No,61,No,No,No,No,No,Bank transfer (automatic),Month-to-month,No,66.36,4076.06,Yes
Female,0,No,No,26,No,No,No,No,Yes,Mailed check,Month-to-month,No,81.25,2100.1,Yes
Male,0,No,No,34,Yes,No,No,No,No,Electronic check,Month-to-month,No,93.92,3259.23,Yes
Male,1,Yes,Yes,62,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,27.51,1696.1,No
Female,1,Yes,No,22,No,No,No,Yes,No,Electronic check,Month-to-month,No,51.54,1197.57,No
Female,0,Yes,Yes,17,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Two year,Yes,96.35,1575.88,Yes
Male,0,No,No,18,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,106.04,1830.52,Yes
Male,0,No,Yes,51,Yes,Yes,Yes,No,No,Electronic check,One year,No,80.33,4134.28,Yes
Female,0,Yes,No,16,No,Yes,No,Yes,No,Mailed check,One year,Yes,97.56,1540.13,Yes
Male,0,Yes,Yes,7,No,No,Yes,Yes,Yes,Mailed check,One year,No,80.93,554.63,No
Female,0,No,No,12,No,No,No,No,Yes,Bank transfer (automatic),Two year,No,93.11,1071.82,Yes
Female,0,No,No,71,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,73.48,5168.44,Yes
Male,0,Yes,Yes,63,Yes,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,81.52,5164.29,No
Female,0,Yes,No,69,Yes,Yes,No,Yes,Yes,Electronic check,Month-to-month,No,40.68,2805.89,No
Male,0,Yes,No,20,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,87.33,1698.92,Yes
Female,0,No,No,32,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Two year,No,39.94,1313.77,No
Male,0,No,Yes,36,No,Yes,No,No,No,Mailed check,Month-to-month,No,87.3,3195.83,Yes
Female,0,No,No,38,Yes,Yes,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,59.46,2254.75,No
Male,0,No,No,2,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,78.88,202.9,Yes
Female,0,Yes,No,44,Yes,Yes,No,Yes,No,Electronic check,Two year,No,47.13,2028.77,No
Male,0,Yes,No,3,No,No,No,No,Yes,Electronic check,Month-to-month,No,57.91,199.71,Yes
Female,0,Yes,Yes,20,Yes,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,78.83,1583.9,No
Female,0,No,Yes,22,No,No,Yes,Yes,Yes,Bank transfer (automatic),Two year,Yes,88.1,1902.67,No
Female,0,No,No,49,No,No,Yes,No,No,Mailed check,One year,Yes,96.25,4808.69,No
Male,0,Yes,Yes,65,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,No,42.4,2766.36,No
Female,0,Yes,Yes,51,Yes,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,33.97,1706.03,No
Male,0,No,No,32,Yes,No,Yes,Yes,No,Credit card (automatic),One year,Yes,46.59,1491.85,No
Male,0,No,Yes,38,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,Yes,44.43,1649.03,Yes
Male,0,No,Yes,37,No,No,No,Yes,No,Bank transfer (automatic),Two year,No,107.6,3929.28,Yes
Male,0,Yes,No,11,Yes,No,No,Yes,No,Credit card (automatic),One year,Yes,102.16,1103.59,No
Female,0,No,No,69,No,Yes,Yes,Yes,Yes,Electronic check,One year,No,46.08,3162.43,No
Male,0,No,No,67,Yes,Yes,Yes,Yes,Yes,Electronic check,One year,Yes,111.05,7403.99,No
Male,0,No,No,18,Yes,No,Yes,No,No,Mailed check,Two year,No,100.73,1869.48,No
Female,0,No,No,9,No,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,30.89,243.55,No
Female,0,No,Yes,12,Yes,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,45.27,501.34,Yes
Male,1,No,No,46,Yes,Yes,Yes,Yes,No,Mailed check,One year,No,30.18,1334.82,No
Female,0,No,Yes,3,No,No,No,No,No,Electronic check,Month-to-month,Yes,67.92,146.08,No
Male,0,Yes,Yes,8,Yes,Yes,Yes,No,No,Mailed check,One year,Yes,70.42,609.58,No
Female,0,Yes,No,47,Yes,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,70.37,3319.15,No
Female,0,No,No,11,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,21.36,266.01,Yes
Male,0,No,No,5,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,35.75,224.56,No
Female,0,Yes,Yes,2,No,No,Yes,Yes,Yes,Electronic check,One year,Yes,76.24,137.49,Yes
Male,0,Yes,Yes,51,Yes,No,Yes,No,No,Credit card (automatic),Month-to-month,No,84.93,4397.85,No
Male,0,No,No,27,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,21.52,552.95,No
Female,0,No,No,21,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,No,39.25,775.0,Yes
Female,0,No,No,47,Yes,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,No,94.54,4460.09,Yes
Male,0,Yes,Yes,13,Yes,No,No,No,Yes,Electronic check,One year,No,40.62,534.51,Yes
Male,0,No,Yes,38,Yes,Yes,No,Yes,No,Bank transfer (automatic),Two year,Yes,69.65,2653.03,No
Female,1,No,No,35,Yes,No,No,No,No,Mailed check,One year,No,38.33,1387.27,No
Male,0,Yes,No,49,Yes,Yes,No,Yes,Yes,Credit card (automatic),One year,No,89.96,4412.6,No
Female,0,Yes,Yes,45,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,21.59,985.75,No
Female,0,No,Yes,49,Yes,Yes,No,Yes,Yes,Electronic check,Two year,No,62.69,3133.14,Yes
Male,0,Yes,Yes,16,No,Yes,No,No,Yes,Electronic check,Two year,No,92.57,1493.08,No
Female,0,No,Yes,11,No,No,No,Yes,No,Credit card (automatic),Two year,Yes,84.64,953.29,No
Male,0,No,No,39,No,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,58.86,2231.79,No
Male,0,No,Yes,5,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,53.23,433.52,Yes
Male,0,Yes,No,33,Yes,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,64.41,2053.96,No
Male,0,No,No,46,No,No,No,Yes,No,Electronic check,Month-to-month,No,39.06,1772.29,No
Female,0,Yes,No,60,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,No,67.6,4030.36,No
Female,0,No,No,48,No,Yes,Yes,No,Yes,Electronic check,Two year,Yes,68.01,3359.39,Yes
Male,0,Yes,Yes,72,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,Yes,59.97,4290.76,No
Male,0,No,Yes,41,No,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,94.01,3874.23,No
Female,0,No,No,33,Yes,No,Yes,No,No,Credit card (automatic),Two year,Yes,44.31,1436.85,No
Male,0,Yes,No,18,Yes,No,Yes,No,No,Electronic check,Two year,No,29.09,476.9,No
Female,0,Yes,Yes,49,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,No,57.39,2837.89,Yes
Male,0,No,No,59,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,72.98,4273.23,Yes
Female,0,Yes,Yes,24,No,No,No,No,Yes,Electronic check,One year,Yes,67.44,1627.87,Yes
Male,1,Yes,Yes,6,No,No,No,No,No,Credit card (automatic),Two year,No,66.37,426.43,No
Female,0,Yes,No,1,No,Yes,Yes,Yes,No,Electronic check,One year,Yes,42.97,128.77,No
Female,0,No,No,46,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,46.42,2078.48,No
Male,0,No,No,48,No,No,No,No,No,Bank transfer (automatic),One year,No,58.28,2790.55,No
Female,1,Yes,No,9,Yes,Yes,Yes,No,Yes,Credit card (automatic),One year,No,56.39,502.47,No
Female,0,No,Yes,2,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,No,96.35,192.75,Yes
Male,0,Yes,Yes,48,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,76.33,3779.63,No
Female,1,Yes,No,29,No,No,No,No,Yes,Mailed check,Two year,No,57.22,1651.54,No
Female,0,Yes,No,31,Yes,No,Yes,No,No,Bank transfer (automatic),One year,No,96.28,2871.26,No
Female,1,Yes,No,19,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,80.71,1524.57,Yes
Male,0,Yes,Yes,52,Yes,No,Yes,No,Yes,Mailed check,One year,Yes,37.42,1940.46,No
Male,0,No,No,54,Yes,No,No,Yes,No,Electronic check,One year,Yes,18.0,961.15,No
Male,0,Yes,Yes,4,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,38.17,120.34,Yes
Female,0,No,No,7,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,No,84.28,530.49,Yes
Female,1,Yes,No,40,No,No,No,No,No,Electronic check,Month-to-month,No,91.4,3753.0,Yes
Female,0,Yes,No,44,No,No,No,Yes,Yes,Credit card (automatic),Two year,Yes,30.15,1341.12,No
Male,1,Yes,No,11,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,85.81,935.23,Yes
Female,0,No,No,12,Yes,Yes,Yes,No,Yes,Electronic check,Two year,Yes,84.9,1114.52,Yes
Female,0,No,Yes,50,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,103.48,5134.96,No
Male,1,Yes,No,33,Yes,No,No,No,Yes,Bank transfer (automatic),Two year,Yes,92.81,3089.82,Yes
Male,0,Yes,No,9,No,No,Yes,No,Yes,Electronic check,Two year,No,102.45,865.8,Yes
Male,1,Yes,No,44,Yes,No,No,Yes,No,Bank transfer (automatic),Two year,No,81.72,3629.5,No
Female,0,No,No,6,No,No,No,No,No,Bank transfer (automatic),Two year,No,80.92,434.46,No
Male,0,Yes,No,17,No,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,61.91,1073.56,Yes
Male,0,No,Yes,52,Yes,No,No,No,No,Electronic check,Month-to-month,No,89.69,4751.58,No
Female,0,Yes,No,17,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,No,38.02,650.58,Yes
Male,0,Yes,No,5,Yes,No,No,Yes,No,Electronic check,One year,Yes,66.67,234.69,Yes
Male,0,No,No,70,No,Yes,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,82.96,5808.61,Yes
Female,0,Yes,No,17,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,103.8,1786.17,Yes
Male,0,Yes,No,38,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,58.53,2264.66,No
Male,1,No,Yes,60,No,No,No,No,No,Bank transfer (automatic),One year,No,93.2,5658.19,No
Male,0,Yes,No,72,No,No,No,No,Yes,Electronic check,Month-to-month,No,65.27,4767.88,Yes
Male,0,Yes,No,59,No,No,No,No,No,Mailed check,Month-to-month,No,93.69,5521.78,No
Male,1,Yes,No,25,No,No,No,No,Yes,Mailed check,One year,Yes,50.77,1239.51,No
Male,0,Yes,No,62,No,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,87.42,5369.91,Yes
Female,0,No,No,1,No,No,Yes,Yes,Yes,Mailed check,Two year,Yes,67.71,43.41,No
Male,0,Yes,No,24,No,No,Yes,Yes,Yes,Electronic check,One year,Yes,41.56,1018.83,No
Male,0,No,No,15,Yes,Yes,No,No,Yes,Electronic check,One year,No,66.32,934.12,Yes
Male,0,No,Yes,39,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,101.72,3925.41,Yes
Female,0,No,Yes,65,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,45.54,2985.34,No
Female,0,No,No,56,No,No,Yes,Yes,Yes,Bank transfer (automatic),One year,Yes,34.38,1895.99,No
Male,0,No,Yes,72,No,No,No,No,Yes,Credit card (automatic),Month-to-month,No,79.57,5745.68,Yes
Male,0,No,No,10,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Two year,Yes,29.73,260.68,No
Male,0,Yes,Yes,55,Yes,No,Yes,No,Yes,Credit card (automatic),Two year,Yes,107.52,5926.58,No
Female,0,Yes,No,53,No,No,No,No,No,Bank transfer (automatic),Month-to-month,No,106.92,5631.81,Yes
Female,0,No,Yes,33,No,No,Yes,Yes,No,Electronic check,One year,Yes,94.92,3046.73,No
Male,1,Yes,Yes,8,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,69.73,600.86,Yes
Female,0,No,No,8,No,No,No,No,Yes,Electronic check,Month-to-month,No,109.95,848.3,Yes
Male,0,Yes,Yes,66,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,102.29,6740.0,No
Female,0,No,Yes,22,Yes,Yes,No,No,No,Credit card (automatic),One year,Yes,57.21,1227.62,Yes
Female,0,Yes,Yes,46,Yes,No,Yes,No,No,Bank transfer (automatic),Two year,Yes,104.53,4832.98,No
Male,0,No,Yes,69,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,48.12,3335.26,Yes
Female,0,Yes,No,36,No,No,No,No,No,Electronic check,One year,No,65.27,2374.16,No
Male,1,Yes,Yes,16,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,26.96,406.58,No
Male,0,No,No,35,No,No,No,No,No,Electronic check,Month-to-month,Yes,73.5,2570.34,No
Male,0,No,No,17,Yes,No,No,Yes,No,Mailed check,One year,No,62.93,1088.61,No
Female,0,No,No,14,Yes,No,Yes,No,No,Credit card (automatic),One year,No,59.15,897.59,Yes
Female,0,No,No,59,Yes,No,No,No,No,Mailed check,One year,No,66.02,3909.23,Yes
Male,0,Yes,Yes,25,No,No,No,Yes,No,Bank transfer (automatic),Two year,No,56.09,1357.12,Yes
Female,0,No,No,50,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,Yes,71.0,3562.06,No
Female,0,Yes,No,53,No,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,100.81,5335.27,No
Female,1,No,Yes,40,No,No,No,No,No,Electronic check,Month-to-month,Yes,44.52,1690.68,No
Male,1,Yes,No,39,No,No,No,Yes,Yes,Electronic check,Two year,No,90.7,3454.29,Yes
Female,0,Yes,No,13,Yes,No,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,75.17,974.16,No
Female,0,No,No,39,No,No,Yes,No,No,Bank transfer (automatic),Month-to-month,No,78.98,3080.98,Yes
Male,0,No,No,55,Yes,No,Yes,Yes,No,Mailed check,One year,No,69.26,3796.2,No
Female,1,Yes,Yes,15,No,No,No,No,No,Electronic check,Month-to-month,Yes,52.78,831.52,Yes
Male,0,No,No,17,Yes,No,Yes,Yes,Yes,Electronic check,One year,No,80.68,1329.42,Yes
Male,0,No,No,50,No,Yes,No,No,Yes,Credit card (automatic),Two year,Yes,82.45,4060.23,No
Male,0,Yes,No,71,No,No,Yes,Yes,No,Mailed check,Month-to-month,No,50.79,3568.84,No
Male,0,No,Yes,29,Yes,No,No,No,No,Credit card (automatic),Month-to-month,Yes,37.88,1070.95,No
Female,0,Yes,Yes,60,No,Yes,No,Yes,Yes,Electronic check,Two year,No,72.05,4320.23,No
Female,1,Yes,No,14,No,Yes,No,No,No,Electronic check,One year,No,88.11,1197.69,Yes
Female,0,No,Yes,42,No,No,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,94.12,3856.75,Yes
Female,1,Yes,Yes,68,Yes,No,No,Yes,No,Credit card (automatic),One year,No,98.88,6608.2,No
Male,0,Yes,No,32,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,78.91,2530.77,Yes
Male,0,No,No,37,Yes,Yes,No,No,Yes,Electronic check,One year,Yes,63.68,2305.46,No
Male,0,Yes,Yes,12,No,Yes,Yes,No,No,Mailed check,One year,Yes,69.95,749.14,Yes
Male,0,No,No,39,No,Yes,Yes,No,No,Electronic check,Month-to-month,No,40.16,1594.51,Yes
Male,0,No,No,43,Yes,No,No,No,Yes,Mailed check,Two year,No,53.62,2375.04,No
Female,0,Yes,No,71,No,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,68.72,4875.02,Yes
Female,0,Yes,Yes,15,No,No,No,No,Yes,Electronic check,Two year,No,63.6,966.09,Yes
Male,0,Yes,Yes,27,No,Yes,Yes,Yes,No,Bank transfer (automatic),Two year,No,72.21,1962.08,Yes
Female,0,No,No,47,Yes,Yes,Yes,Yes,No,Electronic check,Two year,Yes,37.0,1635.09,No
Male,0,Yes,Yes,68,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,42.36,2920.79,No
Male,0,No,No,18,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,88.61,1650.85,Yes
Male,1,Yes,Yes,51,Yes,No,Yes,No,No,Credit card (automatic),Month-to-month,No,50.0,2632.64,No
Male,0,No,No,64,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,53.77,3421.69,No
Male,0,Yes,No,46,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,72.28,3273.84,Yes
Male,0,Yes,No,31,No,Yes,No,Yes,No,Electronic check,One year,Yes,47.65,1538.33,Yes
Male,0,Yes,No,17,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,96.55,1663.83,Yes
Female,0,No,No,21,No,No,No,No,No,Electronic check,Two year,No,39.84,875.92,No
Female,1,No,No,4,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,70.04,251.03,Yes
Male,0,Yes,No,11,No,No,Yes,No,No,Electronic check,Month-to-month,Yes,52.03,584.59,Yes
Male,0,Yes,No,32,Yes,Yes,No,No,No,Mailed check,One year,No,73.75,2312.55,Yes
Male,0,Yes,No,11,No,No,No,No,No,Mailed check,Month-to-month,No,58.06,638.43,Yes
Male,0,Yes,No,1,Yes,Yes,No,No,Yes,Bank transfer (automatic),One year,Yes,69.43,53.78,Yes
Male,0,No,No,50,No,Yes,No,No,No,Mailed check,One year,Yes,99.31,5071.0,Yes
Male,0,No,Yes,6,No,No,No,Yes,No,Mailed check,One year,Yes,53.5,345.7,Yes
Male,0,No,No,11,No,No,No,No,Yes,Bank transfer (automatic),One year,Yes,53.3,489.48,Yes
Female,0,Yes,No,43,No,No,No,Yes,Yes,Credit card (automatic),Two year,No,62.42,2683.92,No
Female,0,Yes,No,67,Yes,No,No,Yes,Yes,Bank transfer (automatic),Two year,Yes,105.38,7076.79,No
Female,0,No,No,53,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,67.85,3574.52,No
Female,0,Yes,No,3,No,Yes,No,No,Yes,Credit card (automatic),Month-to-month,Yes,99.62,249.24,No
Male,0,No,No,13,No,Yes,No,No,No,Electronic check,Two year,No,65.75,884.53,No
Female,0,Yes,Yes,54,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,98.55,5278.51,Yes
Female,0,Yes,No,53,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,79.78,4254.1,No
Female,0,No,Yes,29,Yes,Yes,Yes,No,No,Mailed check,One year,No,83.31,2368.91,No
Male,0,Yes,No,69,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,35.54,2428.34,No
Male,0,No,Yes,64,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,No,31.98,2089.78,No
Female,0,Yes,No,54,Yes,Yes,No,No,No,Credit card (automatic),One year,Yes,95.68,5188.99,Yes
Male,1,Yes,Yes,54,Yes,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,95.39,5152.29,Yes
Male,0,Yes,No,57,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,128.11,7301.21,Yes
Male,0,Yes,No,11,No,No,Yes,Yes,No,Mailed check,Two year,Yes,34.34,381.78,Yes
Male,0,Yes,No,51,Yes,Yes,No,Yes,No,Bank transfer (automatic),One year,Yes,81.66,4129.0,No
Male,0,Yes,Yes,68,No,No,Yes,No,No,Mailed check,One year,No,45.43,3020.87,No
Female,0,No,Yes,17,No,Yes,No,Yes,Yes,Mailed check,Month-to-month,No,52.23,913.45,Yes
Male,0,No,No,2,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,57.95,184.75,Yes
Female,0,Yes,No,26,No,No,No,Yes,No,Mailed check,Two year,No,79.18,2085.78,Yes
Female,0,Yes,No,20,No,Yes,Yes,Yes,No,Electronic check,Month-to-month,Yes,54.06,1092.71,No
Male,0,Yes,No,69,Yes,No,No,No,No,Credit card (automatic),Two year,No,70.81,4831.35,No
Male,0,No,No,33,Yes,Yes,No,No,No,Electronic check,One year,No,89.97,3008.44,Yes
Male,0,No,No,48,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,97.07,4681.09,No
Female,0,Yes,No,71,No,No,No,No,Yes,Bank transfer (automatic),One year,Yes,86.62,6184.38,No
Female,1,No,No,57,No,No,No,No,No,Credit card (automatic),Two year,No,80.84,4654.68,No
Female,0,Yes,No,54,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Two year,No,66.6,3667.81,No
Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Mailed check,One year,No,56.35,3894.03,No
Male,0,Yes,Yes,50,No,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,82.94,4088.81,Yes
Male,0,No,Yes,17,Yes,No,No,No,Yes,Mailed check,One year,No,44.78,767.9,No
Male,1,Yes,No,53,No,No,Yes,No,Yes,Mailed check,One year,Yes,72.86,3820.02,No
Female,0,Yes,No,24,No,No,No,Yes,Yes,Bank transfer (automatic),One year,No,44.18,1011.1,No
Female,0,Yes,No,24,Yes,No,No,No,No,Mailed check,Month-to-month,No,69.01,1711.13,Yes
Female,0,No,No,47,Yes,No,Yes,Yes,No,Mailed check,Two year,No,44.71,2056.01,No
Female,0,Yes,Yes,23,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,No,60.39,1388.39,Yes
Female,0,Yes,Yes,2,No,No,No,Yes,Yes,Electronic check,Month-to-month,No,53.78,34.14,Yes
Female,0,Yes,No,72,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,50.88,3666.38,Yes
Female,0,No,No,42,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,67.9,2905.17,Yes
Male,0,Yes,Yes,49,Yes,Yes,No,Yes,Yes,Mailed check,Month-to-month,Yes,18.0,936.59,No
Female,0,No,No,59,Yes,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,26.74,1624.71,Yes
Female,0,Yes,No,46,Yes,No,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,89.29,4103.77,Yes
Female,1,Yes,No,44,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,73.54,3285.76,Yes
Female,0,No,No,58,Yes,No,No,No,No,Credit card (automatic),Month-to-month,Yes,52.64,3072.43,No
Male,0,No,No,22,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,93.37,2034.47,Yes
Female,0,Yes,No,60,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,54.66,3296.76,No
Female,0,No,No,53,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,56.09,3012.49,Yes
Female,0,Yes,No,14,No,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,51.2,657.04,Yes
Male,0,Yes,No,11,No,No,Yes,Yes,No,Electronic check,One year,No,115.76,1225.63,No
Male,1,No,Yes,64,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,75.64,4834.65,Yes
Female,0,No,No,65,Yes,Yes,No,No,No,Mailed check,One year,No,74.7,4800.33,No
Female,0,Yes,No,72,No,No,Yes,No,Yes,Electronic check,Month-to-month,No,81.19,5790.32,No
Female,0,No,No,8,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,No,25.53,185.35,Yes
Female,0,Yes,Yes,65,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,55.74,3667.99,Yes
Male,0,Yes,No,63,Yes,Yes,Yes,Yes,No,Electronic check,Month-to-month,Yes,80.92,5141.73,Yes
Male,0,No,Yes,56,No,No,No,Yes,No,Mailed check,One year,Yes,69.9,3928.93,No
Male,1,No,No,36,No,Yes,No,No,No,Electronic check,One year,Yes,122.93,4433.59,Yes
Female,0,No,No,37,No,No,No,No,No,Electronic check,Month-to-month,No,57.16,2208.69,No
Female,0,No,No,31,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,92.64,2847.46,No
Female,0,No,No,3,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,89.34,278.88,Yes
Female,1,Yes,Yes,37,No,No,No,Yes,Yes,Mailed check,Two year,Yes,73.43,2690.32,No
Male,0,No,No,18,No,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,No,77.79,1342.21,No
Female,0,No,No,15,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,63.04,998.85,Yes
Female,1,No,No,5,Yes,Yes,No,Yes,Yes,Electronic check,Month-to-month,No,22.64,99.49,Yes
Male,0,Yes,No,33,Yes,No,No,No,Yes,Bank transfer (automatic),Two year,No,78.38,2617.82,No
Female,1,Yes,No,4,No,No,No,No,No,Bank transfer (automatic),Two year,Yes,80.28,310.05,Yes
Female,0,Yes,No,62,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,84.06,5267.54,Yes
Female,0,Yes,No,65,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,71.51,4603.55,Yes
Female,0,Yes,No,58,No,Yes,No,No,Yes,Electronic check,One year,Yes,93.29,5463.17,Yes
Female,0,No,No,22,No,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,49.22,1123.0,Yes
Female,0,No,No,12,No,No,No,Yes,No,Electronic check,Month-to-month,No,105.24,1182.14,Yes
Female,0,Yes,No,37,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,No,46.29,1689.47,No
Female,0,Yes,Yes,49,No,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,67.41,3349.12,Yes
Female,0,No,No,2,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,86.34,246.36,No
Male,0,Yes,No,62,No,Yes,Yes,No,Yes,Bank transfer (automatic),One year,Yes,57.64,3605.95,No
Female,0,No,No,32,No,Yes,No,Yes,No,Bank transfer (automatic),One year,No,87.98,2797.39,Yes
Male,0,Yes,Yes,60,No,Yes,No,No,Yes,Credit card (automatic),Month-to-month,Yes,61.77,3662.81,Yes
Male,0,Yes,No,6,No,No,No,No,No,Mailed check,Month-to-month,Yes,72.84,462.51,Yes
Female,1,Yes,No,31,No,No,No,No,No,Mailed check,Month-to-month,Yes,65.65,2016.07,Yes
Male,0,No,No,33,No,No,No,Yes,No,Bank transfer (automatic),Two year,No,56.16,1835.9,Yes
Female,0,Yes,Yes,4,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,124.03,486.02,Yes
Female,0,No,Yes,51,No,No,No,No,Yes,Credit card (automatic),Month-to-month,No,49.85,2581.83,Yes
Female,0,Yes,No,68,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,18.0,1305.29,No
Female,0,Yes,Yes,39,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,50.71,2024.01,No
